,urlkey,number_of_pages,0,1,2,3,4,5,6,7,8,9,domain
25048,"au,gov,nsw,soh,tosca",1,au,gov,nsw,soh,tosca,,,,,,tosca.soh.nsw.gov.au
25049,"au,gov,medicalboard",10262,au,gov,medicalboard,,,,,,,,medicalboard.gov.au
25050,"au,gov,nsw,schools,lakeside-s",134,au,gov,nsw,schools,lakeside-s,,,,,,lakeside-s.schools.nsw.gov.au
25051,"au,gov,nsw,service,login",6,au,gov,nsw,service,login,,,,,,login.service.nsw.gov.au
25052,"au,gov,nsw,bossi",4268,au,gov,nsw,bossi,,,,,,,bossi.nsw.gov.au
25053,"au,gov,wa,housing,openingdoors",8,au,gov,wa,housing,openingdoors,,,,,,openingdoors.housing.wa.gov.au
25054,"au,gov,nsw,schools,banksiard-p",251,au,gov,nsw,schools,banksiard-p,,,,,,banksiard-p.schools.nsw.gov.au
25055,"au,gov,nsw,lpi,online",102,au,gov,nsw,lpi,online,,,,,,online.lpi.nsw.gov.au
25056,"au,gov,wa,dwer,cps",2,au,gov,wa,dwer,cps,,,,,,cps.dwer.wa.gov.au
25057,"au,gov,wa,westone,skills",63,au,gov,wa,westone,skills,,,,,,skills.westone.wa.gov.au
25058,"au,gov,qld,qfcc",6692,au,gov,qld,qfcc,,,,,,,qfcc.qld.gov.au
25059,"au,gov,nsw,schools,roselea-p",185,au,gov,nsw,schools,roselea-p,,,,,,roselea-p.schools.nsw.gov.au
25060,"au,gov,tas,glenorchycc",19,au,gov,tas,glenorchycc,,,,,,,glenorchycc.tas.gov.au
25061,"au,gov,vic,cv,staging",1504,au,gov,vic,cv,staging,,,,,,staging.cv.vic.gov.au
25062,"au,gov,nsw,hornsby,hscenquiry2",5,au,gov,nsw,hornsby,hscenquiry2,,,,,,hscenquiry2.hornsby.nsw.gov.au
25063,"au,gov,sa,transport,test",254,au,gov,sa,transport,test,,,,,,test.transport.sa.gov.au
25064,"au,gov,vic,kindergarten,moriacpreschool",10,au,gov,vic,kindergarten,moriacpreschool,,,,,,moriacpreschool.kindergarten.vic.gov.au
25065,"au,gov,vic,slv,alumni",5566,au,gov,vic,slv,alumni,,,,,,alumni.slv.vic.gov.au
25066,"au,gov,nla,ma-prod",2,au,gov,nla,ma-prod,,,,,,,ma-prod.nla.gov.au
25067,"au,gov,nsw,dpie",463,au,gov,nsw,dpie,,,,,,,dpie.nsw.gov.au
25068,"au,gov,nsw,lawlink,victimsservices",23710,au,gov,nsw,lawlink,victimsservices,,,,,,victimsservices.lawlink.nsw.gov.au
25069,"au,gov,vic,grp",100,au,gov,vic,grp,,,,,,,grp.vic.gov.au
25070,"au,gov,sa,communities",187,au,gov,sa,communities,,,,,,,communities.sa.gov.au
25071,"au,gov,fwc,portal",1,au,gov,fwc,portal,,,,,,,portal.fwc.gov.au
25072,"au,gov,nsw,environment,data",17397,au,gov,nsw,environment,data,,,,,,data.environment.nsw.gov.au
25073,"au,gov,casa,dmns",2,au,gov,casa,dmns,,,,,,,dmns.casa.gov.au
25074,"au,gov,wa,gamingandwageringcommission",2,au,gov,wa,gamingandwageringcommission,,,,,,,gamingandwageringcommission.wa.gov.au
25075,"au,gov,qld,cooloola",921,au,gov,qld,cooloola,,,,,,,cooloola.qld.gov.au
25076,"au,gov,oph,dev",90,au,gov,oph,dev,,,,,,,dev.oph.gov.au
25077,"au,gov,wa,wrc,minilya",14,au,gov,wa,wrc,minilya,,,,,,minilya.wrc.wa.gov.au
25078,"au,gov,nsw,schools,centrtilba-p",185,au,gov,nsw,schools,centrtilba-p,,,,,,centrtilba-p.schools.nsw.gov.au
25079,"au,gov,qld,maranoa,mapservices",1,au,gov,qld,maranoa,mapservices,,,,,,mapservices.maranoa.qld.gov.au
25080,"au,gov,embassy,canada",305,au,gov,embassy,canada,,,,,,,canada.embassy.gov.au
25081,"au,gov,tas,tmag,flora",14,au,gov,tas,tmag,flora,,,,,,flora.tmag.tas.gov.au
25082,"au,gov,tas,education,hellyer,helldc1",1,au,gov,tas,education,hellyer,helldc1,,,,,helldc1.hellyer.education.tas.gov.au
25083,"au,gov,qld,health,cancerallianceqld",71,au,gov,qld,health,cancerallianceqld,,,,,,cancerallianceqld.health.qld.gov.au
25084,"au,gov,abs,censusdata,quickstats",35307,au,gov,abs,censusdata,quickstats,,,,,,quickstats.censusdata.abs.gov.au
25085,"au,gov,act,budgetconsultation",314,au,gov,act,budgetconsultation,,,,,,,budgetconsultation.act.gov.au
25086,"au,gov,qld,speechpathboard",48,au,gov,qld,speechpathboard,,,,,,,speechpathboard.qld.gov.au
25087,"au,gov,vic,heritagecouncil,api",2,au,gov,vic,heritagecouncil,api,,,,,,api.heritagecouncil.vic.gov.au
25088,"au,gov,qld,ehp,heritage-register",2344,au,gov,qld,ehp,heritage-register,,,,,,heritage-register.ehp.qld.gov.au
25089,"au,gov,mdba,mdweb",2,au,gov,mdba,mdweb,,,,,,,mdweb.mdba.gov.au
25090,"au,gov,wa,artgallery,ticketing",5160,au,gov,wa,artgallery,ticketing,,,,,,ticketing.artgallery.wa.gov.au
25091,"au,gov,tas,dpipwe,waterdistricts",33,au,gov,tas,dpipwe,waterdistricts,,,,,,waterdistricts.dpipwe.tas.gov.au
25092,"au,gov,vic,economicdevelopment,web2",1924,au,gov,vic,economicdevelopment,web2,,,,,,web2.economicdevelopment.vic.gov.au
25093,"au,gov,sa,dh",7614,au,gov,sa,dh,,,,,,,dh.sa.gov.au
25094,"au,gov,ipaustralia,services",84,au,gov,ipaustralia,services,,,,,,,services.ipaustralia.gov.au
25095,"au,gov,act,pogo",83,au,gov,act,pogo,,,,,,,pogo.act.gov.au
25096,"au,gov,sa,tourism,pageant",8,au,gov,sa,tourism,pageant,,,,,,pageant.tourism.sa.gov.au
25097,"au,gov,vic,mornpen,archive",1,au,gov,vic,mornpen,archive,,,,,,archive.mornpen.vic.gov.au
25098,"au,gov,nicnas,search",1,au,gov,nicnas,search,,,,,,,search.nicnas.gov.au
25099,"au,gov,vic,health,victrauma",1465,au,gov,vic,health,victrauma,,,,,,victrauma.health.vic.gov.au
25100,"au,gov,wa,strongfamilies",255,au,gov,wa,strongfamilies,,,,,,,strongfamilies.wa.gov.au
25101,"au,gov,nsw,schools,coolamon-c",160,au,gov,nsw,schools,coolamon-c,,,,,,coolamon-c.schools.nsw.gov.au
25102,"au,gov,vic,kindergarten,eveshamroad",167,au,gov,vic,kindergarten,eveshamroad,,,,,,eveshamroad.kindergarten.vic.gov.au
25103,"au,gov,nsw,fire",12826,au,gov,nsw,fire,,,,,,,fire.nsw.gov.au
25104,"au,gov,qld,daf,cropsuitabilitytool",1,au,gov,qld,daf,cropsuitabilitytool,,,,,,cropsuitabilitytool.daf.qld.gov.au
25105,"au,gov,vic,wangaratta,eservices",51,au,gov,vic,wangaratta,eservices,,,,,,eservices.wangaratta.vic.gov.au
25106,"au,gov,sa,taxreform",1,au,gov,sa,taxreform,,,,,,,taxreform.sa.gov.au
25107,"au,gov,nsw,schools,ulladulla-h",1393,au,gov,nsw,schools,ulladulla-h,,,,,,ulladulla-h.schools.nsw.gov.au
25108,"au,gov,nsw,swslhd",10880,au,gov,nsw,swslhd,,,,,,,swslhd.nsw.gov.au
25109,"au,gov,treasury,homesaver",25,au,gov,treasury,homesaver,,,,,,,homesaver.treasury.gov.au
25110,"au,gov,qld,lsc,applications",60,au,gov,qld,lsc,applications,,,,,,applications.lsc.qld.gov.au
25111,"au,gov,vic,kindergarten,mckinder",41,au,gov,vic,kindergarten,mckinder,,,,,,mckinder.kindergarten.vic.gov.au
25112,"au,gov,youth",2127,au,gov,youth,,,,,,,,youth.gov.au
25113,"au,gov,nsw,centralcoast,s,ecouncil",41,au,gov,nsw,centralcoast,s,ecouncil,,,,,ecouncil.s.centralcoast.nsw.gov.au
25114,"au,gov,wa,correctiveservices,remote",2,au,gov,wa,correctiveservices,remote,,,,,,remote.correctiveservices.wa.gov.au
25115,"au,gov,accesscard",885,au,gov,accesscard,,,,,,,,accesscard.gov.au
25116,"au,gov,vic,mas",425,au,gov,vic,mas,,,,,,,mas.vic.gov.au
25117,"au,gov,wa,dardanup,netopac",2,au,gov,wa,dardanup,netopac,,,,,,netopac.dardanup.wa.gov.au
25118,"au,gov,nsw,lifetimecare,acf",3,au,gov,nsw,lifetimecare,acf,,,,,,acf.lifetimecare.nsw.gov.au
25119,"au,gov,vic,slv,ezproxy",3623,au,gov,vic,slv,ezproxy,,,,,,ezproxy.slv.vic.gov.au
25120,"au,gov,vic,chiefexaminer",32,au,gov,vic,chiefexaminer,,,,,,,chiefexaminer.vic.gov.au
25121,"au,gov,abs,search",39,au,gov,abs,search,,,,,,,search.abs.gov.au
25122,"au,gov,nt,darwin",40325,au,gov,nt,darwin,,,,,,,darwin.nt.gov.au
25123,"au,gov,govspace,sbr",22,au,gov,govspace,sbr,,,,,,,sbr.govspace.gov.au
25124,"au,gov,nsw,schools,doonside-p",316,au,gov,nsw,schools,doonside-p,,,,,,doonside-p.schools.nsw.gov.au
25125,"au,gov,vic,suburbandevelopment",40,au,gov,vic,suburbandevelopment,,,,,,,suburbandevelopment.vic.gov.au
25126,"au,gov,naa,yourmemento",825,au,gov,naa,yourmemento,,,,,,,yourmemento.naa.gov.au
25127,"au,gov,qld,reefplan",939,au,gov,qld,reefplan,,,,,,,reefplan.qld.gov.au
25128,"au,gov,wa,perrthzoo",1,au,gov,wa,perrthzoo,,,,,,,perrthzoo.wa.gov.au
25129,"au,gov,wa,fivestarplus",19,au,gov,wa,fivestarplus,,,,,,,fivestarplus.wa.gov.au
25130,"au,gov,vic,tracks",85,au,gov,vic,tracks,,,,,,,tracks.vic.gov.au
25131,"au,gov,cadetnet,members",203,au,gov,cadetnet,members,,,,,,,members.cadetnet.gov.au
25132,"au,gov,tas,tasmap",4251,au,gov,tas,tasmap,,,,,,,tasmap.tas.gov.au
25133,"au,gov,migration",8170,au,gov,migration,,,,,,,,migration.gov.au
25134,"au,gov,csc,events",10,au,gov,csc,events,,,,,,,events.csc.gov.au
25135,"au,gov,nsw,health,hetiproceduraltraining",1,au,gov,nsw,health,hetiproceduraltraining,,,,,,hetiproceduraltraining.health.nsw.gov.au
25136,"au,gov,vic,stonnington,internet-server",3,au,gov,vic,stonnington,internet-server,,,,,,internet-server.stonnington.vic.gov.au
25137,"au,gov,nsw,sswahs,gp",11,au,gov,nsw,sswahs,gp,,,,,,gp.sswahs.nsw.gov.au
25138,"au,gov,vic,darebin,eservices",217,au,gov,vic,darebin,eservices,,,,,,eservices.darebin.vic.gov.au
25139,"au,gov,qld,slq,unstacked",1,au,gov,qld,slq,unstacked,,,,,,unstacked.slq.qld.gov.au
25140,"au,gov,wa,ors,wrs",1,au,gov,wa,ors,wrs,,,,,,wrs.ors.wa.gov.au
25141,"au,gov,aad,soki",93,au,gov,aad,soki,,,,,,,soki.aad.gov.au
25142,"au,gov,nsw,schools,merimbula-p",379,au,gov,nsw,schools,merimbula-p,,,,,,merimbula-p.schools.nsw.gov.au
25143,"au,gov,vic,egipss",1,au,gov,vic,egipss,,,,,,,egipss.vic.gov.au
25144,"au,gov,qld,policerecruit",809,au,gov,qld,policerecruit,,,,,,,policerecruit.qld.gov.au
25145,"au,gov,nsw,lpi,topoweb",2870,au,gov,nsw,lpi,topoweb,,,,,,topoweb.lpi.nsw.gov.au
25146,"au,gov,nsw,schools,punchbowlb-h",253,au,gov,nsw,schools,punchbowlb-h,,,,,,punchbowlb-h.schools.nsw.gov.au
25147,"au,gov,vic,victrip",477,au,gov,vic,victrip,,,,,,,victrip.vic.gov.au
25148,"au,gov,qld,police,pki",3,au,gov,qld,police,pki,,,,,,pki.police.qld.gov.au
25149,"au,gov,oph,mint",318,au,gov,oph,mint,,,,,,,mint.oph.gov.au
25150,"au,gov,firsthomesaver",1,au,gov,firsthomesaver,,,,,,,,firsthomesaver.gov.au
25151,"au,gov,qld,dpi,greenarmydemo",1,au,gov,qld,dpi,greenarmydemo,,,,,,greenarmydemo.dpi.qld.gov.au
25152,"au,gov,wa,westone,view-challenger",1,au,gov,wa,westone,view-challenger,,,,,,view-challenger.westone.wa.gov.au
25153,"au,gov,embassy,ethiopia",118,au,gov,embassy,ethiopia,,,,,,,ethiopia.embassy.gov.au
25154,"au,gov,aflec,dev",45,au,gov,aflec,dev,,,,,,,dev.aflec.gov.au
25155,"au,gov,ausport",144623,au,gov,ausport,,,,,,,,ausport.gov.au
25156,"au,gov,tas,education,edumail1",1,au,gov,tas,education,edumail1,,,,,,edumail1.education.tas.gov.au
25157,"au,gov,tas,dpiw,gardensforwildlife",2731,au,gov,tas,dpiw,gardensforwildlife,,,,,,gardensforwildlife.dpiw.tas.gov.au
25158,"au,gov,act,actsmart",500,au,gov,act,actsmart,,,,,,,actsmart.act.gov.au
25159,"au,gov,vic,melbourne,data",26270,au,gov,vic,melbourne,data,,,,,,data.melbourne.vic.gov.au
25160,"au,gov,nsw,schools,tucabia-p",182,au,gov,nsw,schools,tucabia-p,,,,,,tucabia-p.schools.nsw.gov.au
25161,"au,gov,nsw,internationalstudents",17,au,gov,nsw,internationalstudents,,,,,,,internationalstudents.nsw.gov.au
25162,"au,gov,wa,wama",1290,au,gov,wa,wama,,,,,,,wama.wa.gov.au
25163,"au,gov,sa,statedevelopment,portal",236,au,gov,sa,statedevelopment,portal,,,,,,portal.statedevelopment.sa.gov.au
25164,"au,gov,ccnco",1357,au,gov,ccnco,,,,,,,,ccnco.gov.au
25165,"au,gov,qld,derm,watermonitoring",3664,au,gov,qld,derm,watermonitoring,,,,,,watermonitoring.derm.qld.gov.au
25166,"au,gov,wa,environment,groundwater",1,au,gov,wa,environment,groundwater,,,,,,groundwater.environment.wa.gov.au
25167,"au,gov,sa,mountgambier,librarywebprint",19,au,gov,sa,mountgambier,librarywebprint,,,,,,librarywebprint.mountgambier.sa.gov.au
25168,"au,gov,qld,toowoombarc,trcweb02",1,au,gov,qld,toowoombarc,trcweb02,,,,,,trcweb02.toowoombarc.qld.gov.au
25169,"au,gov,qld,business,titles",2,au,gov,qld,business,titles,,,,,,titles.business.qld.gov.au
25170,"au,gov,sa,edscentre",39,au,gov,sa,edscentre,,,,,,,edscentre.sa.gov.au
25171,"au,gov,sa,health,publications",10787,au,gov,sa,health,publications,,,,,,publications.health.sa.gov.au
25172,"au,gov,act,actleave,secure",6,au,gov,act,actleave,secure,,,,,,secure.actleave.act.gov.au
25173,"au,gov,wa,doir,eforms",93,au,gov,wa,doir,eforms,,,,,,eforms.doir.wa.gov.au
25174,"au,gov,nsw,inquiry,sheahan,dr",1,au,gov,nsw,inquiry,sheahan,dr,,,,,dr.sheahan.inquiry.nsw.gov.au
25175,"au,gov,radioactivewaste",670,au,gov,radioactivewaste,,,,,,,,radioactivewaste.gov.au
25176,"au,gov,nsw,justice,dnarp",865,au,gov,nsw,justice,dnarp,,,,,,dnarp.justice.nsw.gov.au
25177,"au,gov,nsw,schools,busbywest-p",352,au,gov,nsw,schools,busbywest-p,,,,,,busbywest-p.schools.nsw.gov.au
25178,"au,gov,tas,rtbg,gardens",342,au,gov,tas,rtbg,gardens,,,,,,gardens.rtbg.tas.gov.au
25179,"au,gov,vic,dhhs,jobs",7,au,gov,vic,dhhs,jobs,,,,,,jobs.dhhs.vic.gov.au
25180,"au,gov,wa,prc",836,au,gov,wa,prc,,,,,,,prc.wa.gov.au
25181,"au,gov,vic,education,epotential",2804,au,gov,vic,education,epotential,,,,,,epotential.education.vic.gov.au
25182,"au,gov,schoolfunding",683,au,gov,schoolfunding,,,,,,,,schoolfunding.gov.au
25183,"au,gov,qld,romaltc",25,au,gov,qld,romaltc,,,,,,,romaltc.qld.gov.au
25184,"au,gov,wa,gdc",2318,au,gov,wa,gdc,,,,,,,gdc.wa.gov.au
25185,"au,gov,qld,desbt,freeapprenticeships",5,au,gov,qld,desbt,freeapprenticeships,,,,,,freeapprenticeships.desbt.qld.gov.au
25186,"au,gov,nla,ll02",166,au,gov,nla,ll02,,,,,,,ll02.nla.gov.au
25187,"au,gov,sa,communitynet",10786,au,gov,sa,communitynet,,,,,,,communitynet.sa.gov.au
25188,"au,gov,qld,warden",91,au,gov,qld,warden,,,,,,,warden.qld.gov.au
25189,"au,gov,qld,govhouseintranet",1,au,gov,qld,govhouseintranet,,,,,,,govhouseintranet.qld.gov.au
25190,"au,gov,nt,lrcpxy",15,au,gov,nt,lrcpxy,,,,,,,lrcpxy.nt.gov.au
25191,"au,gov,ramint,homer",1,au,gov,ramint,homer,,,,,,,homer.ramint.gov.au
25192,"au,gov,nsw,clarence,spectrum",29,au,gov,nsw,clarence,spectrum,,,,,,spectrum.clarence.nsw.gov.au
25193,"au,gov,nsw,hpaa",222,au,gov,nsw,hpaa,,,,,,,hpaa.nsw.gov.au
25194,"au,gov,ccssc,nma-jobs",20,au,gov,ccssc,nma-jobs,,,,,,,nma-jobs.ccssc.gov.au
25195,"au,gov,nsw,fairtrading,rbomobile",33,au,gov,nsw,fairtrading,rbomobile,,,,,,rbomobile.fairtrading.nsw.gov.au
25196,"au,gov,nsw,emos,uat",1,au,gov,nsw,emos,uat,,,,,,uat.emos.nsw.gov.au
25197,"au,gov,nsw,schools,peel-h",469,au,gov,nsw,schools,peel-h,,,,,,peel-h.schools.nsw.gov.au
25198,"au,gov,nsw,wrl,wifiprint",3,au,gov,nsw,wrl,wifiprint,,,,,,wifiprint.wrl.nsw.gov.au
25199,"au,gov,austmus,info",1,au,gov,austmus,info,,,,,,,info.austmus.gov.au
25200,"au,gov,humanrights,calendar",241,au,gov,humanrights,calendar,,,,,,,calendar.humanrights.gov.au
25201,"au,gov,nt,lajamanu,dev",3,au,gov,nt,lajamanu,dev,,,,,,dev.lajamanu.nt.gov.au
25202,"au,gov,nsw,schools,colovale-p",224,au,gov,nsw,schools,colovale-p,,,,,,colovale-p.schools.nsw.gov.au
25203,"au,gov,acma,engage",2536,au,gov,acma,engage,,,,,,,engage.acma.gov.au
25204,"au,gov,anmm",69873,au,gov,anmm,,,,,,,,anmm.gov.au
25205,"au,gov,nsw,health,dubbohospitalredevelopment",347,au,gov,nsw,health,dubbohospitalredevelopment,,,,,,dubbohospitalredevelopment.health.nsw.gov.au
25206,"au,gov,wa,kdc,mail",1,au,gov,wa,kdc,mail,,,,,,mail.kdc.wa.gov.au
25207,"au,gov,qld,rockhampton,sistercities",1,au,gov,qld,rockhampton,sistercities,,,,,,sistercities.rockhampton.qld.gov.au
25208,"au,gov,dewrsb,shop",1,au,gov,dewrsb,shop,,,,,,,shop.dewrsb.gov.au
25209,"au,gov,treasury,ministers,bfb",1791,au,gov,treasury,ministers,bfb,,,,,,bfb.ministers.treasury.gov.au
25210,"au,gov,qld,pwh",145,au,gov,qld,pwh,,,,,,,pwh.qld.gov.au
25211,"au,gov,qld,services,housing",534,au,gov,qld,services,housing,,,,,,housing.services.qld.gov.au
25212,"au,gov,nsw,finance",13653,au,gov,nsw,finance,,,,,,,finance.nsw.gov.au
25213,"au,gov,embassy,songapore",1,au,gov,embassy,songapore,,,,,,,songapore.embassy.gov.au
25214,"au,gov,lowaromaticunleaded",19,au,gov,lowaromaticunleaded,,,,,,,,lowaromaticunleaded.gov.au
25215,"au,gov,nsw,pittwater,pitt",3,au,gov,nsw,pittwater,pitt,,,,,,pitt.pittwater.nsw.gov.au
25216,"au,gov,vic,ballarat,forms",13,au,gov,vic,ballarat,forms,,,,,,forms.ballarat.vic.gov.au
25217,"au,gov,nsw,iwi,forum",355,au,gov,nsw,iwi,forum,,,,,,forum.iwi.nsw.gov.au
25218,"au,gov,wa,walis,waliss150",1,au,gov,wa,walis,waliss150,,,,,,waliss150.walis.wa.gov.au
25219,"au,gov,vic,stateservicesauthority",3172,au,gov,vic,stateservicesauthority,,,,,,,stateservicesauthority.vic.gov.au
25220,"au,gov,catalystforchange",17,au,gov,catalystforchange,,,,,,,,catalystforchange.gov.au
25221,"au,gov,qld,pki,t2c19",1,au,gov,qld,pki,t2c19,,,,,,t2c19.pki.qld.gov.au
25222,"au,gov,wa,wairc",42207,au,gov,wa,wairc,,,,,,,wairc.wa.gov.au
25223,"au,gov,nhvr,service,cp-backup",2,au,gov,nhvr,service,cp-backup,,,,,,cp-backup.service.nhvr.gov.au
25224,"au,gov,nsw,schools,moree-s",219,au,gov,nsw,schools,moree-s,,,,,,moree-s.schools.nsw.gov.au
25225,"au,gov,faunanet,wildlife",410,au,gov,faunanet,wildlife,,,,,,,wildlife.faunanet.gov.au
25226,"au,gov,wa,landgate,test3",1,au,gov,wa,landgate,test3,,,,,,test3.landgate.wa.gov.au
25227,"au,gov,nma,songlines",44,au,gov,nma,songlines,,,,,,,songlines.nma.gov.au
25228,"au,gov,deh,biodivchm",43,au,gov,deh,biodivchm,,,,,,,biodivchm.deh.gov.au
25229,"au,gov,nsw,nrahs,int",8,au,gov,nsw,nrahs,int,,,,,,int.nrahs.nsw.gov.au
25230,"au,gov,cancerlearning,wiki",42,au,gov,cancerlearning,wiki,,,,,,,wiki.cancerlearning.gov.au
25231,"au,gov,nsw,local-e,bda",31,au,gov,nsw,local-e,bda,,,,,,bda.local-e.nsw.gov.au
25232,"au,gov,sa,landservices,piers",15,au,gov,sa,landservices,piers,,,,,,piers.landservices.sa.gov.au
25233,"au,gov,vic,maribyrnong,booking",5,au,gov,vic,maribyrnong,booking,,,,,,booking.maribyrnong.vic.gov.au
25234,"au,gov,wa,commerce,case-review",1,au,gov,wa,commerce,case-review,,,,,,case-review.commerce.wa.gov.au
25235,"au,gov,nsw,schools,toormina-p",690,au,gov,nsw,schools,toormina-p,,,,,,toormina-p.schools.nsw.gov.au
25236,"au,gov,sa,sawater,tenders",1,au,gov,sa,sawater,tenders,,,,,,tenders.sawater.sa.gov.au
25237,"au,gov,nsw,bhi,search",1,au,gov,nsw,bhi,search,,,,,,search.bhi.nsw.gov.au
25238,"au,gov,vic,anzaccentenary",10269,au,gov,vic,anzaccentenary,,,,,,,anzaccentenary.vic.gov.au
25239,"au,gov,vic,egipps",23828,au,gov,vic,egipps,,,,,,,egipps.vic.gov.au
25240,"au,gov,nsw,lpi,scims",16,au,gov,nsw,lpi,scims,,,,,,scims.lpi.nsw.gov.au
25241,"au,gov,nsw,artgallery",162276,au,gov,nsw,artgallery,,,,,,,artgallery.nsw.gov.au
25242,"au,gov,qld,prsc",24344,au,gov,qld,prsc,,,,,,,prsc.qld.gov.au
25243,"au,gov,nsw,auburn,connex",1,au,gov,nsw,auburn,connex,,,,,,connex.auburn.nsw.gov.au
25244,"au,gov,vic,gwrrg,webmail",1,au,gov,vic,gwrrg,webmail,,,,,,webmail.gwrrg.vic.gov.au
25245,"au,gov,qld,sunshinecoast,haveyoursay",5423,au,gov,qld,sunshinecoast,haveyoursay,,,,,,haveyoursay.sunshinecoast.qld.gov.au
25246,"au,gov,tas,dhhs,healthnexus",620,au,gov,tas,dhhs,healthnexus,,,,,,healthnexus.dhhs.tas.gov.au
25247,"au,gov,vic,ruralwomen",3164,au,gov,vic,ruralwomen,,,,,,,ruralwomen.vic.gov.au
25248,"au,gov,oaic",9512,au,gov,oaic,,,,,,,,oaic.gov.au
25249,"au,gov,vic,casey,volunteers",9,au,gov,vic,casey,volunteers,,,,,,volunteers.casey.vic.gov.au
25250,"au,gov,qld,gama",34,au,gov,qld,gama,,,,,,,gama.qld.gov.au
25251,"au,gov,tas,gcc,jobs",12,au,gov,tas,gcc,jobs,,,,,,jobs.gcc.tas.gov.au
25252,"au,gov,mretreview",19658,au,gov,mretreview,,,,,,,,mretreview.gov.au
25253,"au,gov,qld,redland,redecat",305508,au,gov,qld,redland,redecat,,,,,,redecat.redland.qld.gov.au
25254,"au,gov,vic,water,wmis",4,au,gov,vic,water,wmis,,,,,,wmis.water.vic.gov.au
25255,"au,gov,vic,kingston,myconnect",27,au,gov,vic,kingston,myconnect,,,,,,myconnect.kingston.vic.gov.au
25256,"au,gov,vic,gisnet",149,au,gov,vic,gisnet,,,,,,,gisnet.vic.gov.au
25257,"au,gov,embassy,indonesia",2926,au,gov,embassy,indonesia,,,,,,,indonesia.embassy.gov.au
25258,"au,gov,nsw,nrahs",2568,au,gov,nsw,nrahs,,,,,,,nrahs.nsw.gov.au
25259,"au,gov,wa,communitydevelopment",197,au,gov,wa,communitydevelopment,,,,,,,communitydevelopment.wa.gov.au
25260,"au,gov,sa,portlincoln",8606,au,gov,sa,portlincoln,,,,,,,portlincoln.sa.gov.au
25261,"au,gov,anta,trainingpays",28,au,gov,anta,trainingpays,,,,,,,trainingpays.anta.gov.au
25262,"au,gov,screensound",53544,au,gov,screensound,,,,,,,,screensound.gov.au
25263,"au,gov,vic,policecareer,m",105,au,gov,vic,policecareer,m,,,,,,m.policecareer.vic.gov.au
25264,"au,gov,nsw,resourcesandenergy",8328,au,gov,nsw,resourcesandenergy,,,,,,,resourcesandenergy.nsw.gov.au
25265,"au,gov,nsw,ipcn",1043,au,gov,nsw,ipcn,,,,,,,ipcn.nsw.gov.au
25266,"au,gov,qld,slq,zootopia",4,au,gov,qld,slq,zootopia,,,,,,zootopia.slq.qld.gov.au
25267,"au,gov,tas,education,childcaresearch",11,au,gov,tas,education,childcaresearch,,,,,,childcaresearch.education.tas.gov.au
25268,"au,gov,gabcc",781,au,gov,gabcc,,,,,,,,gabcc.gov.au
25269,"au,gov,vic,ngv,store",5355,au,gov,vic,ngv,store,,,,,,store.ngv.vic.gov.au
25270,"au,gov,nsw,cityofsydney,library",309216,au,gov,nsw,cityofsydney,library,,,,,,library.cityofsydney.nsw.gov.au
25271,"au,gov,qld,moretonbay,services,cdn",1,au,gov,qld,moretonbay,services,cdn,,,,,cdn.services.moretonbay.qld.gov.au
25272,"au,gov,facs,jpet",363,au,gov,facs,jpet,,,,,,,jpet.facs.gov.au
25273,"au,gov,nsw,wrl,catalogue",102248,au,gov,nsw,wrl,catalogue,,,,,,catalogue.wrl.nsw.gov.au
25274,"au,gov,vic,imap",1813,au,gov,vic,imap,,,,,,,imap.vic.gov.au
25275,"au,gov,qld,protectiveservices",2757,au,gov,qld,protectiveservices,,,,,,,protectiveservices.qld.gov.au
25276,"au,gov,nsw,ourwater",20,au,gov,nsw,ourwater,,,,,,,ourwater.nsw.gov.au
25277,"au,gov,nsw,gsc",2937,au,gov,nsw,gsc,,,,,,,gsc.nsw.gov.au
25278,"au,gov,nsw,transport,creativeassets",48,au,gov,nsw,transport,creativeassets,,,,,,creativeassets.transport.nsw.gov.au
25279,"au,gov,deh,secure",5,au,gov,deh,secure,,,,,,,secure.deh.gov.au
25280,"au,gov,ditr",1,au,gov,ditr,,,,,,,,ditr.gov.au
25281,"au,gov,vic,vcgr,w",1,au,gov,vic,vcgr,w,,,,,,w.vcgr.vic.gov.au
25282,"au,gov,wea",1412,au,gov,wea,,,,,,,,wea.gov.au
25283,"au,gov,nsw,reservetrust,info",9,au,gov,nsw,reservetrust,info,,,,,,info.reservetrust.nsw.gov.au
25284,"au,gov,nsw,shoalhaven,communityreport",898,au,gov,nsw,shoalhaven,communityreport,,,,,,communityreport.shoalhaven.nsw.gov.au
25285,"au,gov,nsw,sl",318164,au,gov,nsw,sl,,,,,,,sl.nsw.gov.au
25286,"au,gov,greenvehicleguide,w",1,au,gov,greenvehicleguide,w,,,,,,,w.greenvehicleguide.gov.au
25287,"au,gov,agedcare,pilot",1,au,gov,agedcare,pilot,,,,,,,pilot.agedcare.gov.au
25288,"au,gov,nsw,schools,tigheshill-p",531,au,gov,nsw,schools,tigheshill-p,,,,,,tigheshill-p.schools.nsw.gov.au
25289,"au,gov,vic,ffm,sts",2,au,gov,vic,ffm,sts,,,,,,sts.ffm.vic.gov.au
25290,"au,gov,wa,dpc,mrn",36,au,gov,wa,dpc,mrn,,,,,,mrn.dpc.wa.gov.au
